,idx,diff,metric_name,decision
0,0,8.090691,psnr,1
1,1,5.689579,psnr,1
2,2,5.4476266,psnr,1
3,7,6.01891,psnr,1
4,8,8.528535,psnr,1
5,9,8.921371,psnr,1
6,11,9.625836,psnr,1
7,13,5.9090734,psnr,1
8,20,10.224902,psnr,1
9,23,9.775793,psnr,1
10,24,7.038945,psnr,1
11,30,9.395424,psnr,1
12,31,10.173933,psnr,1
13,32,8.244754,psnr,1
14,54,9.492065,psnr,1
15,55,9.367193,psnr,1
16,62,7.9242096,psnr,1
17,69,9.379983,psnr,1
18,70,10.346294,psnr,1
19,72,9.24304,psnr,1
20,73,10.393956,psnr,1
21,75,10.923041,psnr,1
22,85,8.328741,psnr,1
23,87,8.754101,psnr,1
24,116,7.1647806,psnr,1
25,118,10.773984,psnr,1
26,121,10.489895,psnr,1
27,131,8.298278,psnr,1
28,132,8.754377,psnr,1
29,133,10.726615,psnr,1
30,152,9.6537695,psnr,1
31,157,8.935129,psnr,1
32,158,8.782731,psnr,1
33,163,8.970362,psnr,1
34,164,8.529525,psnr,1
35,165,7.746426,psnr,1
36,176,9.115138,psnr,1
37,197,9.570802,psnr,1
38,200,8.48695,psnr,1
39,211,10.917753,psnr,1
40,213,3.6487396,psnr,1
41,214,8.8602295,psnr,1
42,215,5.1560493,psnr,1
43,219,9.492179,psnr,1
44,220,4.65356,psnr,1
45,221,10.674918,psnr,1
46,230,7.438668,psnr,1
47,231,7.5586023,psnr,1
48,233,10.762387,psnr,1
49,234,8.63088,psnr,1
50,235,4.7428193,psnr,1
51,236,5.4310474,psnr,1
52,242,7.233983,psnr,1
53,245,7.176938,psnr,1
54,247,4.1113715,psnr,1
55,248,3.7096157,psnr,1
56,251,3.1780677,psnr,1
57,252,2.6739311,psnr,1
58,255,6.9707627,psnr,1
59,256,4.282762,psnr,1
60,257,4.5133924,psnr,1
61,259,9.645202,psnr,1
62,260,10.117558,psnr,1
63,261,7.6235695,psnr,1
64,264,10.765321,psnr,1
65,265,9.8937645,psnr,1
66,269,10.323816,psnr,1
67,271,10.30015,psnr,1
68,279,10.597332,psnr,1
69,283,5.734915,psnr,1
70,288,9.001226,psnr,1
71,294,7.3380103,psnr,1
72,295,5.1090364,psnr,1
73,296,10.571655,psnr,1
74,299,8.259721,psnr,1
75,300,9.831219,psnr,1
76,302,6.6060343,psnr,1
77,304,10.633341,psnr,1
78,305,7.5068583,psnr,1
79,306,4.1861377,psnr,1
80,310,9.92735,psnr,1
81,312,10.910047,psnr,1
82,324,6.4026327,psnr,1
83,326,4.7859607,psnr,1
84,329,7.309134,psnr,1
85,330,7.1908274,psnr,1
86,331,9.619882,psnr,1
87,332,9.373649,psnr,1
88,337,6.608041,psnr,1
89,338,6.482454,psnr,1
90,339,10.008982,psnr,1
91,342,8.713504,psnr,1
92,343,9.583737,psnr,1
93,345,6.676906,psnr,1
94,347,5.8605275,psnr,1
95,349,8.997427,psnr,1
96,350,9.400737,psnr,1
97,351,7.8456507,psnr,1
98,362,8.165793,psnr,1
99,363,8.529198,psnr,1
100,366,8.297292,psnr,1
101,367,9.06052,psnr,1
102,375,8.564528,psnr,1
103,379,8.39029,psnr,1
104,383,10.206645,psnr,1
105,386,9.508351,psnr,1
106,387,6.8962097,psnr,1
107,394,6.4167395,psnr,1
108,399,9.997835,psnr,1
109,401,7.531343,psnr,1
110,407,9.140323,psnr,1
111,410,10.450654,psnr,1
112,425,8.062707,psnr,1
113,426,9.486177,psnr,1
114,436,8.025483,psnr,1
115,437,7.089318,psnr,1
116,438,7.9093876,psnr,1
117,442,9.493223,psnr,1
118,444,8.441158,psnr,1
119,445,9.066857,psnr,1
120,450,10.676859,psnr,1
121,458,5.1211004,psnr,1
122,459,6.3798375,psnr,1
123,460,7.511436,psnr,1
124,461,10.195822,psnr,1
125,471,6.6639853,psnr,1
126,480,10.433813,psnr,1
127,485,10.60777,psnr,1
128,488,9.7723875,psnr,1
129,513,9.832202,psnr,1
130,516,8.881241,psnr,1
