,idx,diff,metric_name,decision
0,0,8.090691,psnr,1
1,1,5.689579,psnr,1
2,2,5.4476266,psnr,1
3,7,6.01891,psnr,1
4,8,8.528535,psnr,1
5,9,8.921371,psnr,1
6,11,9.625836,psnr,1
7,13,5.9090734,psnr,1
8,20,10.224902,psnr,1
9,23,9.775793,psnr,1
10,24,7.038945,psnr,1
11,30,9.395424,psnr,1
12,31,10.173933,psnr,1
13,32,8.244754,psnr,1
14,54,9.492065,psnr,1
15,55,9.367193,psnr,1
16,62,7.9242096,psnr,1
17,69,9.379983,psnr,1
18,70,10.346294,psnr,1
19,72,9.24304,psnr,1
20,73,10.393956,psnr,1
21,85,8.328741,psnr,1
22,87,8.754101,psnr,1
23,116,7.1647806,psnr,1
24,121,10.489895,psnr,1
25,131,8.298278,psnr,1
26,132,8.754377,psnr,1
27,152,9.6537695,psnr,1
28,157,8.935129,psnr,1
29,158,8.782731,psnr,1
30,163,8.970362,psnr,1
31,164,8.529525,psnr,1
32,165,7.746426,psnr,1
33,176,9.115138,psnr,1
34,197,9.570802,psnr,1
35,200,8.48695,psnr,1
36,213,3.6487396,psnr,1
37,214,8.8602295,psnr,1
38,215,5.1560493,psnr,1
39,219,9.492179,psnr,1
40,220,4.65356,psnr,1
41,230,7.438668,psnr,1
42,231,7.5586023,psnr,1
43,234,8.63088,psnr,1
44,235,4.7428193,psnr,1
45,236,5.4310474,psnr,1
46,242,7.233983,psnr,1
47,245,7.176938,psnr,1
48,247,4.1113715,psnr,1
49,248,3.7096157,psnr,1
50,251,3.1780677,psnr,1
51,252,2.6739311,psnr,1
52,255,6.9707627,psnr,1
53,256,4.282762,psnr,1
54,257,4.5133924,psnr,1
55,259,9.645202,psnr,1
56,260,10.117558,psnr,1
57,261,7.6235695,psnr,1
58,265,9.8937645,psnr,1
59,269,10.323816,psnr,1
60,271,10.30015,psnr,1
61,279,10.597332,psnr,1
62,283,5.734915,psnr,1
63,288,9.001226,psnr,1
64,294,7.3380103,psnr,1
65,295,5.1090364,psnr,1
66,296,10.571655,psnr,1
67,299,8.259721,psnr,1
68,300,9.831219,psnr,1
69,302,6.6060343,psnr,1
70,305,7.5068583,psnr,1
71,306,4.1861377,psnr,1
72,310,9.92735,psnr,1
73,324,6.4026327,psnr,1
74,326,4.7859607,psnr,1
75,329,7.309134,psnr,1
76,330,7.1908274,psnr,1
77,331,9.619882,psnr,1
78,332,9.373649,psnr,1
79,337,6.608041,psnr,1
80,338,6.482454,psnr,1
81,339,10.008982,psnr,1
82,342,8.713504,psnr,1
83,343,9.583737,psnr,1
84,345,6.676906,psnr,1
85,347,5.8605275,psnr,1
86,349,8.997427,psnr,1
87,350,9.400737,psnr,1
88,351,7.8456507,psnr,1
89,362,8.165793,psnr,1
90,363,8.529198,psnr,1
91,366,8.297292,psnr,1
92,367,9.06052,psnr,1
93,375,8.564528,psnr,1
94,379,8.39029,psnr,1
95,383,10.206645,psnr,1
96,386,9.508351,psnr,1
97,387,6.8962097,psnr,1
98,394,6.4167395,psnr,1
99,399,9.997835,psnr,1
100,401,7.531343,psnr,1
101,407,9.140323,psnr,1
102,410,10.450654,psnr,1
103,425,8.062707,psnr,1
104,426,9.486177,psnr,1
105,436,8.025483,psnr,1
106,437,7.089318,psnr,1
107,438,7.9093876,psnr,1
108,442,9.493223,psnr,1
109,444,8.441158,psnr,1
110,445,9.066857,psnr,1
111,458,5.1211004,psnr,1
112,459,6.3798375,psnr,1
113,460,7.511436,psnr,1
114,461,10.195822,psnr,1
115,471,6.6639853,psnr,1
116,480,10.433813,psnr,1
117,485,10.60777,psnr,1
118,488,9.7723875,psnr,1
119,513,9.832202,psnr,1
120,516,8.881241,psnr,1
121,518,8.819431,psnr,1
122,521,10.458621,psnr,1
123,522,7.663361,psnr,1
124,523,8.979613,psnr,1
125,524,9.779422,psnr,1
126,526,7.5573387,psnr,1
127,552,10.485391,psnr,1
128,564,10.462039,psnr,1
129,567,10.286618,psnr,1
130,568,8.683737,psnr,1
